,Fecha,Abrir,Máx.,Mín.,Cierre,Cierre ajus.,Volumen,rendimientos
55,2014-09-30,1994.390476190476,2000.939523809524,1984.9109523809523,1993.2261904761904,1993.2261904761904,3176476190.4761906,-0.0007445456356307688
56,2014-10-31,1935.4091304347828,1950.0873913043479,1921.341304347826,1937.2743478260868,1937.2743478260868,4074523478.2608695,0.00099723454084893
57,2014-11-30,2042.2910526315789,2047.8321052631577,2037.2699999999998,2044.572105263158,2044.572105263158,3347378421.0526314,0.0012756562852336228
58,2014-12-31,2054.728181818182,2066.156363636364,2045.1418181818183,2054.2663636363636,2054.2663636363636,3670173636.3636365,-0.00019078674774031481
59,2015-01-31,2031.393,2043.6185,2013.3775,2028.1785,2028.1785,3866502000.0,-0.001576641090131304
60,2015-02-28,2076.6147368421052,2086.168947368421,2069.651052631579,2082.1957894736843,2082.1957894736843,3619766315.7894735,0.002812572180555402
61,2015-03-31,2081.5272727272727,2090.51,2070.0995454545455,2079.9904545454547,2079.9904545454547,3485265909.090909,-0.0007976884311993097
62,2015-04-30,2094.0280952380954,2102.731904761905,2085.031428571429,2094.862857142857,2094.862857142857,3431473333.3333335,0.0004040317102119096
63,2015-05-31,2111.0995,2119.6150000000002,2103.136,2111.9435,2111.9435,3259386500.0,0.0005218392665919849
64,2015-06-30,2101.3945454545456,2109.4004545454545,2092.0772727272724,2099.283636363636,2099.283636363636,3327908181.818182,-0.000965257359708484
65,2015-07-31,2092.9895454545454,2102.5168181818185,2083.964090909091,2094.1436363636367,2094.1436363636367,3541845000.0,0.0008886224218938841
66,2015-08-31,2045.9280952380952,2058.501904761905,2024.972380952381,2039.8661904761907,2039.8661904761907,4029847142.857143,-0.0030773674500540267
67,2015-09-30,1947.264285714286,1962.4280952380952,1929.7157142857143,1944.4023809523808,1944.4023809523808,3809017619.047619,-0.00127612947560551
68,2015-10-31,2017.9395454545454,2030.5786363636362,2009.4977272727272,2024.8127272727272,2024.8127272727272,3902040909.090909,0.0036236065064055504
69,2015-11-30,2080.276,2089.5454999999997,2070.573,2080.6165,2080.6165,3797179500.0,2.5241780730652546e-05
70,2015-12-31,2056.0063636363634,2067.8922727272725,2041.3472727272726,2054.0795454545455,2054.0795454545455,3802239090.909091,-0.0008038941804535748
71,2016-01-31,1924.638947368421,1939.557894736842,1898.2731578947369,1918.5978947368421,1918.5978947368421,4863672105.263158,-0.0027404021547027314
72,2016-02-29,1904.8049999999998,1917.261,1887.2794999999999,1904.4185000000002,1904.4185000000002,4652478000.0,-0.0002068450220028808
73,2016-03-31,2015.6127272727274,2027.0800000000002,2008.560909090909,2021.9540909090908,2021.9540909090908,4210882727.2727275,0.0029047720418128517
74,2016-04-30,2075.07380952381,2083.424761904762,2065.265238095238,2075.535238095238,2075.535238095238,3863094761.904762,0.00012836824132457414
75,2016-05-31,2064.094761904762,2073.309523809524,2055.4142857142856,2065.5504761904763,2065.5504761904763,3756361904.7619047,0.0007242101779989403
76,2016-06-30,2083.4695454545454,2093.831818181818,2072.0636363636363,2083.8913636363636,2083.8913636363636,3947850000.0,4.1383278944997336e-05
77,2016-07-31,2145.6465,2153.4384999999997,2139.5595000000003,2148.902,2148.902,3476512500.0,0.001749521947188331
78,2016-08-31,2177.612608695652,2182.6717391304346,2171.0634782608695,2177.4821739130434,2177.4821739130434,3287404782.6086955,-5.3039972191969356e-05
