Fecha;SMB;HML
31/5/21;0.00499999999999999;0.003965
30/6/21;0.00110454545454545;-0.00296818181818181
31/7/21;-0.00157619047619047;-0.000271428571428571
31/8/21;0.00181818181818182;0.0036363636363636
30/9/21;0.000657142857142857;0.00297619047619047
31/10/21;-0.00075714285714285;0.000271428571428572
30/11/21;-0.000319047619047619;0.000338095238095239
31/12/21;-0.000368181818181818;0.00188636363636363
31/1/22;-0.00272499999999999;0.007045
28/2/22;0.00148947368421052;0.00201052631578947
31/3/22;-0.000308695652173913;-0.000395652173913043
30/4/22;-0.000454999999999999;0.003795
31/5/22;-0.000461904761904761;0.00425238095238095
30/6/22;0.0014095238095238;-0.00267142857142857
31/7/22;0.001635;-0.00145
31/8/22;0.00098695652173913;0.000434782608695656
30/9/22;-0.000047619047619047;0.000428571428571424
31/10/22;0.000761904761904765;0.00391428571428571
30/11/22;-0.00117619047619047;0.00099047619047619
31/12/22;-0.0001;0.00112380952380952
31/1/23;0.00263;-0.00137999999999999
28/2/23;0.000570588235294117;0.0011764705882356
